sun,15,libra,5 
moon,0,pisces,37
mercury,7,scorpio,44
venus,29,scorpio,4
mars,6,taurus,46
jupiter,2,aquarius,27
saturn,4,cancer,41
uranus,22,libra,54
neptune,5,sagittarius,24
pluto,4,libra,42
chiron,18,aries,46
asc,0,aquarius,45
mc,21,scorpio,53
north node,2,capricorn,6
